history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_seller_id
H0000398,O000108,,Prospecting,2024-08-28 09:00:00,S018
H0000399,O000108,Prospecting,Qualification,2024-10-24 08:00:00,S018
H0000400,O000108,Qualification,Closed Lost,2024-10-31 11:00:00,S018
H0000401,O000109,,Prospecting,2025-06-12 09:00:00,S012
H0000402,O000110,,Prospecting,2025-06-15 09:00:00,S002
H0000403,O000111,,Prospecting,2025-03-03 09:00:00,S032
H0000404,O000111,Prospecting,Qualification,2025-03-21 12:00:00,S032
H0000405,O000111,Qualification,Proposal,2025-03-29 14:00:00,S032
H0000406,O000111,Proposal,Closed Lost,2025-03-31 15:00:00,S032
H0000407,O000112,,Prospecting,2023-12-24 09:00:00,S028
H0000408,O000112,Prospecting,Qualification,2024-01-09 13:00:00,S028
H0000409,O000112,Qualification,Proposal,2024-01-17 10:00:00,S028
H0000410,O000112,Proposal,Closed Lost,2024-01-27 15:00:00,S028
H0000411,O000113,,Prospecting,2023-03-05 09:00:00,S040
H0000412,O000113,Prospecting,Qualification,2023-04-16 16:00:00,S040
H0000413,O000113,Qualification,Closed Lost,2023-05-02 11:00:00,S040
H0000414,O000114,,Prospecting,2023-01-21 09:00:00,S022
H0000415,O000114,Prospecting,Qualification,2023-01-30 09:00:00,S022
H0000416,O000114,Qualification,Proposal,2023-02-04 08:00:00,S022
H0000417,O000114,Proposal,Negotiation,2023-02-11 11:00:00,S022
H0000418,O000114,Negotiation,Closed Won,2023-02-13 13:00:00,S022
H0000419,O000115,,Prospecting,2023-11-07 09:00:00,S034
H0000420,O000115,Prospecting,Qualification,2023-11-08 11:00:00,S034
H0000421,O000115,Qualification,Proposal,2023-11-28 13:00:00,S034
H0000422,O000115,Proposal,Closed Lost,2023-12-06 12:00:00,S034
H0000423,O000116,,Prospecting,2024-05-14 09:00:00,S038
H0000424,O000116,Prospecting,Qualification,2024-07-14 11:00:00,S038
H0000425,O000116,Qualification,Proposal,2024-07-24 15:00:00,S038
H0000426,O000116,Proposal,Negotiation,2024-07-31 08:00:00,S038
H0000427,O000116,Negotiation,Closed Won,2024-08-14 14:00:00,S038
H0000428,O000117,,Prospecting,2024-11-06 09:00:00,S034
H0000429,O000117,Prospecting,Qualification,2024-12-13 11:00:00,S034
H0000430,O000117,Qualification,Closed Lost,2025-02-08 16:00:00,S034
H0000431,O000118,,Prospecting,2024-12-06 09:00:00,S008
H0000432,O000118,Prospecting,Qualification,2024-12-19 08:00:00,S008
H0000433,O000118,Qualification,Proposal,2025-01-14 14:00:00,S008
H0000434,O000118,Proposal,Negotiation,2025-02-06 14:00:00,S008
H0000435,O000118,Negotiation,Closed Won,2025-02-14 17:00:00,S008
H0000436,O000119,,Prospecting,2025-06-21 09:00:00,S016
H0000437,O000120,,Prospecting,2024-07-18 09:00:00,S029
H0000438,O000120,Prospecting,Qualification,2024-08-14 14:00:00,S029
H0000439,O000120,Qualification,Closed Lost,2024-08-20 13:00:00,S029
H0000440,O000121,,Prospecting,2025-06-23 09:00:00,S005
H0000441,O000122,,Prospecting,2023-02-12 09:00:00,S040
H0000442,O000122,Prospecting,Closed Lost,2023-03-22 11:00:00,S040
H0000443,O000123,,Prospecting,2025-02-07 09:00:00,S027
H0000444,O000123,Prospecting,Qualification,2025-02-15 10:00:00,S027
H0000445,O000123,Qualification,Proposal,2025-04-12 13:00:00,S027
H0000446,O000123,Proposal,Negotiation,2025-05-04 09:00:00,S027
H0000447,O000123,Negotiation,Closed Won,2025-05-22 15:00:00,S027
H0000448,O000124,,Prospecting,2023-06-06 09:00:00,S039
H0000449,O000124,Prospecting,Qualification,2023-06-17 14:00:00,S039
H0000450,O000124,Qualification,Proposal,2023-06-26 14:00:00,S039
H0000451,O000124,Proposal,Closed Lost,2023-07-09 10:00:00,S039
H0000452,O000125,,Prospecting,2023-08-29 09:00:00,S020
H0000453,O000125,Prospecting,Qualification,2023-09-02 08:00:00,S020
H0000454,O000125,Qualification,Proposal,2023-09-17 16:00:00,S020
H0000455,O000125,Proposal,Negotiation,2023-10-02 13:00:00,S020
H0000456,O000125,Negotiation,Closed Won,2023-11-02 09:00:00,S020
H0000457,O000126,,Prospecting,2023-04-05 09:00:00,S001
H0000458,O000126,Prospecting,Qualification,2023-04-07 11:00:00,S001
H0000459,O000126,Qualification,Proposal,2023-04-11 10:00:00,S001
H0000460,O000126,Proposal,Negotiation,2023-04-14 16:00:00,S001
H0000461,O000126,Negotiation,Closed Lost,2023-04-19 13:00:00,S001
H0000462,O000127,,Prospecting,2024-02-01 09:00:00,S033
H0000463,O000127,Prospecting,Qualification,2024-02-11 12:00:00,S033
H0000464,O000127,Qualification,Proposal,2024-02-27 17:00:00,S033
H0000465,O000127,Proposal,Negotiation,2024-05-08 12:00:00,S033
H0000466,O000127,Negotiation,Closed Won,2024-05-16 13:00:00,S033
H0000467,O000128,,Prospecting,2023-04-22 09:00:00,S022
H0000468,O000128,Prospecting,Qualification,2023-05-07 11:00:00,S022
H0000469,O000128,Qualification,Proposal,2023-05-20 15:00:00,S022
H0000470,O000128,Proposal,Negotiation,2023-06-05 09:00:00,S022
H0000471,O000128,Negotiation,Closed Won,2023-07-19 09:00:00,S022
H0000472,O000129,,Prospecting,2024-12-01 09:00:00,S025
H0000473,O000129,Prospecting,Qualification,2024-12-18 15:00:00,S025
H0000474,O000129,Qualification,Proposal,2024-12-22 10:00:00,S025
H0000475,O000129,Proposal,Negotiation,2025-01-25 11:00:00,S025
H0000476,O000129,Negotiation,Closed Won,2025-02-01 09:00:00,S025
H0000477,O000130,,Prospecting,2024-12-25 09:00:00,S002
H0000478,O000130,Prospecting,Qualification,2025-01-02 17:00:00,S002
H0000479,O000130,Qualification,Proposal,2025-01-24 12:00:00,S002
H0000480,O000130,Proposal,Negotiation,2025-01-26 17:00:00,S002
H0000481,O000130,Negotiation,Closed Lost,2025-02-15 09:00:00,S002
H0000482,O000131,,Prospecting,2024-11-12 09:00:00,S003
H0000483,O000131,Prospecting,Qualification,2024-11-19 17:00:00,S003
H0000484,O000131,Qualification,Proposal,2024-12-08 13:00:00,S003
H0000485,O000131,Proposal,Closed Lost,2025-01-14 14:00:00,S003
H0000486,O000132,,Prospecting,2024-01-09 09:00:00,S019
H0000487,O000132,Prospecting,Qualification,2024-01-09 13:00:00,S019
H0000488,O000132,Qualification,Proposal,2024-02-10 16:00:00,S019
H0000489,O000132,Proposal,Negotiation,2024-02-16 16:00:00,S019
H0000490,O000132,Negotiation,Closed Lost,2024-03-02 16:00:00,S019
H0000491,O000133,,Prospecting,2024-08-25 09:00:00,S003
H0000492,O000133,Prospecting,Qualification,2024-08-29 09:00:00,S003
H0000493,O000133,Qualification,Proposal,2024-11-18 13:00:00,S003
H0000494,O000133,Proposal,Negotiation,2024-12-21 12:00:00,S003
H0000495,O000133,Negotiation,Closed Won,2024-12-29 10:00:00,S003
H0000496,O000134,,Prospecting,2025-02-04 09:00:00,S028
H0000497,O000134,Prospecting,Qualification,2025-02-06 15:00:00,S028
H0000498,O000134,Qualification,Proposal,2025-02-15 17:00:00,S028
H0000499,O000134,Proposal,Negotiation,2025-02-20 16:00:00,S028
H0000500,O000134,Negotiation,Closed Won,2025-02-21 14:00:00,S028
H0000501,O000135,,Prospecting,2023-01-03 09:00:00,S040
H0000502,O000135,Prospecting,Qualification,2023-02-25 11:00:00,S040
H0000503,O000135,Qualification,Proposal,2023-05-14 09:00:00,S040
H0000504,O000135,Proposal,Closed Lost,2023-06-16 09:00:00,S040
H0000505,O000136,,Prospecting,2023-07-28 09:00:00,S017
H0000506,O000136,Prospecting,Qualification,2023-08-17 11:00:00,S017
H0000507,O000136,Qualification,Proposal,2023-08-27 16:00:00,S017
H0000508,O000136,Proposal,Negotiation,2023-09-05 10:00:00,S017
H0000509,O000136,Negotiation,Closed Won,2023-09-10 12:00:00,S017
H0000510,O000137,,Prospecting,2025-03-01 09:00:00,S005
H0000511,O000137,Prospecting,Qualification,2025-04-01 09:00:00,S005
H0000512,O000137,Qualification,Proposal,2025-04-05 15:00:00,S005
H0000513,O000137,Proposal,Closed Lost,2025-04-30 16:00:00,S005
H0000514,O000138,,Prospecting,2024-04-01 09:00:00,S003
H0000515,O000138,Prospecting,Closed Lost,2024-05-18 09:00:00,S003
H0000516,O000139,,Prospecting,2023-12-03 09:00:00,S009
H0000517,O000139,Prospecting,Qualification,2023-12-21 11:00:00,S009
H0000518,O000139,Qualification,Proposal,2023-12-30 11:00:00,S009
H0000519,O000139,Proposal,Closed Lost,2024-03-02 15:00:00,S009
H0000520,O000140,,Prospecting,2024-08-31 09:00:00,S037
H0000521,O000140,Prospecting,Qualification,2024-09-03 16:00:00,S037
H0000522,O000140,Qualification,Proposal,2024-09-09 17:00:00,S037
H0000523,O000140,Proposal,Negotiation,2024-09-18 12:00:00,S037
H0000524,O000140,Negotiation,Closed Won,2024-10-05 11:00:00,S037
H0000525,O000141,,Prospecting,2023-02-12 09:00:00,S027
H0000526,O000141,Prospecting,Qualification,2023-02-22 17:00:00,S027
H0000527,O000141,Qualification,Proposal,2023-03-08 08:00:00,S027
H0000528,O000141,Proposal,Negotiation,2023-03-12 09:00:00,S027
H0000529,O000141,Negotiation,Closed Lost,2023-03-20 11:00:00,S027
H0000530,O000142,,Prospecting,2023-06-02 09:00:00,S034
H0000531,O000142,Prospecting,Qualification,2023-06-09 14:00:00,S034
H0000532,O000142,Qualification,Closed Lost,2023-08-11 15:00:00,S034
H0000533,O000143,,Prospecting,2023-01-07 09:00:00,S011
H0000534,O000143,Prospecting,Qualification,2023-02-02 14:00:00,S011
H0000535,O000143,Qualification,Proposal,2023-02-23 15:00:00,S011
H0000536,O000143,Proposal,Negotiation,2023-03-12 12:00:00,S011
H0000537,O000143,Negotiation,Closed Lost,2023-03-13 11:00:00,S011
H0000538,O000144,,Prospecting,2024-07-20 09:00:00,S021
H0000539,O000144,Prospecting,Qualification,2024-08-07 17:00:00,S021
H0000540,O000144,Qualification,Closed Lost,2024-09-08 14:00:00,S021
H0000541,O000145,,Prospecting,2023-05-21 09:00:00,S001
H0000542,O000145,Prospecting,Qualification,2023-05-21 14:00:00,S001
H0000543,O000145,Qualification,Proposal,2023-06-01 15:00:00,S001
H0000544,O000145,Proposal,Negotiation,2023-06-13 09:00:00,S001
H0000545,O000145,Negotiation,Closed Won,2023-06-28 14:00:00,S001
H0000546,O000146,,Prospecting,2024-12-14 09:00:00,S033
H0000547,O000146,Prospecting,Qualification,2024-12-17 14:00:00,S033
H0000548,O000146,Qualification,Closed Lost,2025-01-17 10:00:00,S033
H0000549,O000147,,Prospecting,2023-09-05 09:00:00,S020
H0000550,O000147,Prospecting,Qualification,2023-09-07 16:00:00,S020
H0000551,O000147,Qualification,Proposal,2023-09-29 16:00:00,S020
H0000552,O000147,Proposal,Closed Lost,2023-10-15 09:00:00,S020
H0000553,O000148,,Prospecting,2025-02-22 09:00:00,S004
H0000554,O000148,Prospecting,Qualification,2025-04-17 16:00:00,S004
H0000555,O000148,Qualification,Proposal,2025-05-24 17:00:00,S004
H0000556,O000148,Proposal,Negotiation,2025-06-27 17:00:00,S004
H0000557,O000149,,Prospecting,2024-02-18 09:00:00,S036
H0000558,O000149,Prospecting,Qualification,2024-03-06 14:00:00,S036
H0000559,O000149,Qualification,Proposal,2024-04-17 09:00:00,S036
H0000560,O000149,Proposal,Negotiation,2024-05-23 16:00:00,S036
H0000561,O000149,Negotiation,Closed Won,2024-05-28 14:00:00,S036
H0000562,O000150,,Prospecting,2023-12-10 09:00:00,S028
H0000563,O000150,Prospecting,Closed Lost,2023-12-31 11:00:00,S028
H0000564,O000151,,Prospecting,2024-07-18 09:00:00,S038
H0000565,O000151,Prospecting,Qualification,2024-08-09 08:00:00,S038
H0000566,O000151,Qualification,Proposal,2024-09-04 17:00:00,S038
H0000567,O000151,Proposal,Negotiation,2024-09-07 17:00:00,S038
H0000568,O000151,Negotiation,Closed Won,2024-12-08 10:00:00,S038
H0000569,O000152,,Prospecting,2025-05-10 09:00:00,S032
H0000570,O000152,Prospecting,Qualification,2025-05-15 17:00:00,S032
H0000571,O000152,Qualification,Proposal,2025-05-19 17:00:00,S032
H0000572,O000152,Proposal,Negotiation,2025-05-22 16:00:00,S032
H0000573,O000152,Negotiation,Closed Lost,2025-05-31 16:00:00,S032
H0000574,O000153,,Prospecting,2023-01-03 09:00:00,S008
H0000575,O000153,Prospecting,Qualification,2023-01-21 16:00:00,S008
H0000576,O000153,Qualification,Proposal,2023-01-31 09:00:00,S008
H0000577,O000153,Proposal,Negotiation,2023-02-04 16:00:00,S008
H0000578,O000153,Negotiation,Closed Won,2023-02-09 16:00:00,S008
H0000579,O000154,,Prospecting,2025-05-01 09:00:00,S009
H0000580,O000154,Prospecting,Qualification,2025-06-14 14:00:00,S009
H0000581,O000154,Qualification,Closed Lost,2025-06-28 10:00:00,S009
H0000582,O000155,,Prospecting,2023-09-30 09:00:00,S018
H0000583,O000155,Prospecting,Qualification,2023-10-18 13:00:00,S018
H0000584,O000155,Qualification,Proposal,2023-10-21 16:00:00,S018
H0000585,O000155,Proposal,Closed Lost,2023-12-13 09:00:00,S018
H0000586,O000156,,Prospecting,2023-04-28 09:00:00,S015
H0000587,O000156,Prospecting,Qualification,2023-05-08 13:00:00,S015
H0000588,O000156,Qualification,Closed Lost,2023-06-25 14:00:00,S015
H0000589,O000157,,Prospecting,2024-01-29 09:00:00,S037
H0000590,O000157,Prospecting,Qualification,2024-02-13 10:00:00,S037
H0000591,O000157,Qualification,Proposal,2024-02-14 12:00:00,S037
H0000592,O000157,Proposal,Negotiation,2024-02-15 17:00:00,S037
H0000593,O000157,Negotiation,Closed Lost,2024-02-24 15:00:00,S037
H0000594,O000158,,Prospecting,2025-05-04 09:00:00,S005
H0000595,O000158,Prospecting,Qualification,2025-06-03 10:00:00,S005
H0000596,O000158,Qualification,Proposal,2025-06-07 08:00:00,S005
H0000597,O000158,Proposal,Negotiation,2025-06-12 16:00:00,S005
H0000598,O000158,Negotiation,Closed Won,2025-06-13 17:00:00,S005
H0000599,O000159,,Prospecting,2024-09-19 09:00:00,S010
H0000600,O000159,Prospecting,Qualification,2024-09-26 08:00:00,S010
H0000601,O000159,Qualification,Proposal,2024-10-24 13:00:00,S010
H0000602,O000159,Proposal,Negotiation,2024-11-05 08:00:00,S010
H0000603,O000159,Negotiation,Closed Won,2024-11-28 11:00:00,S010
H0000604,O000160,,Prospecting,2025-03-06 09:00:00,S040
H0000605,O000160,Prospecting,Qualification,2025-05-17 08:00:00,S040
H0000606,O000160,Qualification,Proposal,2025-06-19 11:00:00,S040
H0000607,O000160,Proposal,Negotiation,2025-06-20 12:00:00,S040
H0000608,O000161,,Prospecting,2025-02-20 09:00:00,S038
H0000609,O000161,Prospecting,Qualification,2025-02-21 16:00:00,S038
H0000610,O000161,Qualification,Proposal,2025-02-23 10:00:00,S038
H0000611,O000161,Proposal,Negotiation,2025-03-25 17:00:00,S038
H0000612,O000161,Negotiation,Closed Lost,2025-03-27 16:00:00,S038
H0000613,O000162,,Prospecting,2025-06-22 09:00:00,S017
H0000614,O000163,,Prospecting,2024-10-06 09:00:00,S023
H0000615,O000163,Prospecting,Closed Lost,2024-10-25 16:00:00,S023
H0000616,O000164,,Prospecting,2023-01-26 09:00:00,S034
H0000617,O000164,Prospecting,Qualification,2023-02-16 09:00:00,S034
H0000618,O000164,Qualification,Proposal,2023-02-17 08:00:00,S034
H0000619,O000164,Proposal,Closed Lost,2023-03-08 14:00:00,S034
H0000620,O000165,,Prospecting,2025-02-14 09:00:00,S029
H0000621,O000165,Prospecting,Qualification,2025-03-03 13:00:00,S029
H0000622,O000165,Qualification,Proposal,2025-03-12 12:00:00,S029
H0000623,O000165,Proposal,Closed Lost,2025-03-15 09:00:00,S029
H0000624,O000166,,Prospecting,2023-04-21 09:00:00,S013
H0000625,O000166,Prospecting,Qualification,2023-05-01 14:00:00,S013
H0000626,O000166,Qualification,Proposal,2023-05-02 08:00:00,S013
H0000627,O000166,Proposal,Negotiation,2023-06-12 09:00:00,S013
H0000628,O000166,Negotiation,Closed Lost,2023-06-15 11:00:00,S013
H0000629,O000167,,Prospecting,2024-10-24 09:00:00,S011
H0000630,O000167,Prospecting,Closed Lost,2024-11-13 10:00:00,S011
H0000631,O000168,,Prospecting,2025-06-13 09:00:00,S020
H0000632,O000169,,Prospecting,2025-05-20 09:00:00,S031
H0000633,O000169,Prospecting,Qualification,2025-06-13 11:00:00,S031
H0000634,O000169,Qualification,Proposal,2025-06-15 09:00:00,S031
H0000635,O000169,Proposal,Negotiation,2025-06-19 09:00:00,S031
H0000636,O000169,Negotiation,Closed Won,2025-06-23 11:00:00,S031
H0000637,O000170,,Prospecting,2024-01-09 09:00:00,S005
H0000638,O000170,Prospecting,Closed Lost,2024-02-22 11:00:00,S005
H0000639,O000171,,Prospecting,2023-03-16 09:00:00,S001
H0000640,O000171,Prospecting,Qualification,2023-03-27 17:00:00,S001
H0000641,O000171,Qualification,Proposal,2023-04-04 14:00:00,S001
H0000642,O000171,Proposal,Closed Lost,2023-04-18 11:00:00,S001
H0000643,O000172,,Prospecting,2023-01-17 09:00:00,S021
H0000644,O000172,Prospecting,Qualification,2023-02-11 11:00:00,S021
H0000645,O000172,Qualification,Closed Lost,2023-02-22 11:00:00,S021
H0000646,O000173,,Prospecting,2025-01-02 09:00:00,S010
H0000647,O000173,Prospecting,Qualification,2025-02-09 12:00:00,S010
H0000648,O000173,Qualification,Proposal,2025-02-21 08:00:00,S010
H0000649,O000173,Proposal,Closed Lost,2025-03-24 15:00:00,S010
H0000650,O000174,,Prospecting,2023-12-04 09:00:00,S023
H0000651,O000174,Prospecting,Qualification,2023-12-08 10:00:00,S023
H0000652,O000174,Qualification,Proposal,2023-12-23 14:00:00,S023
H0000653,O000174,Proposal,Closed Lost,2023-12-31 09:00:00,S023
H0000654,O000175,,Prospecting,2024-09-28 09:00:00,S033
H0000655,O000175,Prospecting,Qualification,2024-10-28 09:00:00,S033
H0000656,O000175,Qualification,Proposal,2024-11-01 11:00:00,S033
H0000657,O000175,Proposal,Negotiation,2024-11-02 08:00:00,S033
H0000658,O000175,Negotiation,Closed Lost,2024-11-18 10:00:00,S033
H0000659,O000176,,Prospecting,2023-01-29 09:00:00,S023
H0000660,O000176,Prospecting,Qualification,2023-02-03 08:00:00,S023
H0000661,O000176,Qualification,Proposal,2023-02-09 15:00:00,S023
H0000662,O000176,Proposal,Negotiation,2023-02-14 13:00:00,S023
H0000663,O000176,Negotiation,Closed Won,2023-02-22 09:00:00,S023
H0000664,O000177,,Prospecting,2024-01-01 09:00:00,S010
H0000665,O000177,Prospecting,Qualification,2024-01-06 15:00:00,S010
H0000666,O000177,Qualification,Proposal,2024-02-11 12:00:00,S010
H0000667,O000177,Proposal,Negotiation,2024-02-12 11:00:00,S010
H0000668,O000177,Negotiation,Closed Won,2024-02-15 10:00:00,S010
H0000669,O000178,,Prospecting,2023-09-25 09:00:00,S008
H0000670,O000178,Prospecting,Qualification,2023-09-30 17:00:00,S008
H0000671,O000178,Qualification,Closed Lost,2023-10-05 09:00:00,S008
H0000672,O000179,,Prospecting,2025-03-16 09:00:00,S006
H0000673,O000179,Prospecting,Qualification,2025-04-27 15:00:00,S006
H0000674,O000179,Qualification,Proposal,2025-05-09 08:00:00,S006
H0000675,O000179,Proposal,Negotiation,2025-05-16 10:00:00,S006
H0000676,O000179,Negotiation,Closed Won,2025-05-18 09:00:00,S006
H0000677,O000180,,Prospecting,2023-02-16 09:00:00,S003
H0000678,O000180,Prospecting,Qualification,2023-02-19 10:00:00,S003
H0000679,O000180,Qualification,Proposal,2023-04-02 08:00:00,S003
H0000680,O000180,Proposal,Negotiation,2023-05-16 12:00:00,S003
H0000681,O000180,Negotiation,Closed Won,2023-05-29 14:00:00,S003
H0000682,O000181,,Prospecting,2024-02-29 09:00:00,S034
H0000683,O000181,Prospecting,Qualification,2024-03-03 08:00:00,S034
H0000684,O000181,Qualification,Proposal,2024-03-08 08:00:00,S034
H0000685,O000181,Proposal,Negotiation,2024-03-28 13:00:00,S034
H0000686,O000181,Negotiation,Closed Lost,2024-04-16 11:00:00,S034
H0000687,O000182,,Prospecting,2024-08-28 09:00:00,S005
H0000688,O000182,Prospecting,Qualification,2024-08-31 16:00:00,S005
H0000689,O000182,Qualification,Proposal,2024-09-25 17:00:00,S005
H0000690,O000182,Proposal,Negotiation,2024-10-23 11:00:00,S005
H0000691,O000182,Negotiation,Closed Lost,2024-11-14 11:00:00,S005
H0000692,O000183,,Prospecting,2023-02-28 09:00:00,S019
H0000693,O000183,Prospecting,Qualification,2023-04-17 12:00:00,S019
H0000694,O000183,Qualification,Proposal,2023-05-23 14:00:00,S019
H0000695,O000183,Proposal,Negotiation,2023-05-26 08:00:00,S019
H0000696,O000183,Negotiation,Closed Won,2023-06-04 13:00:00,S019
H0000697,O000184,,Prospecting,2024-06-06 09:00:00,S004
H0000698,O000184,Prospecting,Qualification,2024-06-27 17:00:00,S004
H0000699,O000184,Qualification,Proposal,2024-07-08 12:00:00,S004
H0000700,O000184,Proposal,Closed Lost,2024-08-05 12:00:00,S004
H0000701,O000185,,Prospecting,2023-04-11 09:00:00,S032
H0000702,O000185,Prospecting,Qualification,2023-04-16 13:00:00,S032
H0000703,O000185,Qualification,Proposal,2023-04-29 14:00:00,S032
H0000704,O000185,Proposal,Negotiation,2023-05-06 09:00:00,S032
H0000705,O000185,Negotiation,Closed Lost,2023-05-14 13:00:00,S032
H0000706,O000186,,Prospecting,2025-03-15 09:00:00,S004
H0000707,O000186,Prospecting,Qualification,2025-04-09 08:00:00,S004
H0000708,O000186,Qualification,Proposal,2025-05-06 17:00:00,S004
H0000709,O000186,Proposal,Negotiation,2025-05-09 14:00:00,S004
H0000710,O000186,Negotiation,Closed Won,2025-05-10 15:00:00,S004
H0000711,O000187,,Prospecting,2024-04-12 09:00:00,S028
H0000712,O000187,Prospecting,Closed Lost,2024-05-26 14:00:00,S028
H0000713,O000188,,Prospecting,2025-06-14 09:00:00,S023
H0000714,O000189,,Prospecting,2024-03-06 09:00:00,S009
H0000715,O000189,Prospecting,Qualification,2024-04-17 11:00:00,S009
H0000716,O000189,Qualification,Proposal,2024-06-02 11:00:00,S009
